국가별수출입 실적,,,,,,
,,,,,,
"통계기준:수리일,조회구분:201908 ~202007 ,국가:전체",,,,,,
,,,,,,"단위:천 불(USD 1,000)"
2020.04,아프카니스탄,44,"1,890",12,62,"1,828"
2020.04,사이프러스,62,"1,885",28,739,"1,146"
2020.04,사모아,29,"1,849",3,132,"1,717"
2020.04,모리셔스,37,"1,842",40,"1,036",806
2020.04,타지크,434,"1,797",0,0,"1,797"
2020.04,팔라우,29,"1,773",5,77,"1,696"
2020.04,키리바티,60,"1,676",4,739,937
2020.04,라오스,60,"1,634",60,"4,497","-2,863"
2020.04,자마이카,44,"1,597",12,198,"1,400"
2020.04,마카오,137,"1,476",46,122,"1,354"
2020.04,룩셈부르그,100,"1,462",199,"6,856","-5,395"
2020.04,볼리비아,54,"1,387",47,"28,276","-26,889"
2020.04,뉴 칼레도니아,40,"1,341",22,"23,778","-22,437"
2020.04,베네주엘라,34,"1,329",19,889,441
2020.04,세이쉘,33,"1,171",5,250,921
2020.04,아르메니아,42,"1,144",339,"1,119",25
2020.04,불령 폴리네시아,20,"1,104",3,149,955
2020.04,잠비아,38,"1,092",7,177,915
2020.04,우간다,45,"1,053",25,139,914
2020.04,알바니아,67,"1,039",370,149,889
2020.04,가이아나,37,989,0,0,989
2020.04,루안다,28,946,7,207,739
2020.04,마이크로네시아,50,909,1,0,909
2020.04,쿠바,17,898,2,883,15
2020.04,콩고,35,854,6,450,404
2020.04,짐바브웨,21,842,18,"1,943","-1,101"
2020.04,솔로몬 군도,21,772,12,"1,028",-256
2020.04,부탄,36,680,0,0,680
2020.04,리히텐슈타인,29,655,62,718,-63
2020.04,나미비아,11,642,8,"1,010",-368
2020.04,베닝,16,608,1,0,607
2020.04,투르크멘,6,554,0,0,554
2020.04,몰도바,27,533,264,809,-277
2020.04,티모르,5,495,4,6,489
2020.04,불령 리유니온 코모도 제도,25,475,1,0,475
2020.04,보스니아-헤르체고비나,29,464,90,"1,897","-1,432"
2020.04,세인트 마틴,11,463,0,0,463
2020.04,아메리칸 사모아,16,436,3,43,393
2020.04,아루바,14,432,0,0,432
2020.04,수리남,18,425,18,"1,825","-1,400"
2020.04,마세도니아,24,423,25,428,-5
2020.04,말라위,14,417,19,"1,412",-995
2020.04,기타국,21,415,457,"89,251","-88,836"
2020.04,모리타니,10,389,22,"2,723","-2,335"
2020.04,바하마,13,385,0,0,385
2020.04,보츠와나,11,369,3,26,343
2020.04,큐라소,15,343,1,0,343
2020.04,몬테네그로,12,343,0,3,340
2020.04,과델로프,7,333,0,0,333
2020.04,안티가 바부다,9,312,2,0,312
2020.04,영령 캐이맨 군도,5,298,0,0,298
2020.04,니제르,9,295,2,"1,755","-1,460"
2020.04,몰디브,16,290,1,0,290
2020.04,시에라 리온,12,249,11,"1,448","-1,198"
2020.04,바베이도스,14,236,6,75,161
2020.04,벨리제,7,218,2,3,215
2020.04,바누아투,19,209,25,"1,209","-1,000"
2020.04,감비아,33,165,3,277,-112
2020.04,마티니크,5,156,0,0,156
2020.04,스와질랜드,11,129,6,44,85
2020.04,세인트 키츠 네비스,3,126,1,0,126
2020.04,불령 가이아나,3,101,0,0,101
2020.04,나우르,10,85,0,0,85
2020.04,세인트 빈센트 그레나딘,6,74,0,0,74
2020.04,중앙아프리카공화국,2,65,0,0,65
2020.04,에리트리아,2,65,1,0,65
2020.04,카보 베르데,2,61,0,0,61
2020.04,투르크 & 카이코스 군도,2,54,0,0,53
2020.04,안도라,1,53,7,2,51
2020.04,세인트 루시아,6,44,0,0,44
2020.04,앙귈라,2,39,1,1,38
2020.04,그레나다,4,36,0,6,30
2020.04,모나코,1,34,1,89,-54
2020.04,영령 버진군도,2,31,1,0,31
2020.04,네덜란드 열도,3,25,0,0,25
2020.04,지브랄타,17,18,2,2,16
2020.04,남수단,2,18,0,0,18
2020.04,왈라스 & 퓨투나 군도,2,12,0,0,12
2020.04,파로에 군도,2,10,0,0,10
2020.04,코모로스,5,10,0,3,7
2020.04,미령 버진군도,8,10,5,10,-1
2020.04,서사하라,1,6,0,0,6
2020.04,도미니카,3,6,1,19,-12
2020.04,남조지아 & 남샌드위치 군도,1,5,1,6,-1
2020.04,챠드,1,4,0,0,4
2020.04,기네비소,1,1,4,485,-484
2020.04,니우에,0,0,1,10,-10
2020.04,레소토,0,0,1,6,-6
2020.04,몬트세라트,0,0,1,0,0
2020.04,교황청,0,0,0,1,-1
2020.04,마이너 아우틀링 합중국 군도,0,0,1,1,-1
2020.04,그린랜드,1,0,0,0,0
2020.04,안타티카,0,0,21,"3,278","-3,278"
2020.04,통가,0,0,0,12,-12
2020.04,부룬디,0,0,2,14,-14
2020.04,보빗군도,0,0,1,0,0
2020.04,토켈라우,0,0,1,0,0
2020.04,코스 군도,0,0,2,2,-2
2020.04,불령 남부지역,0,0,1,0,0
2020.04,상토메 프린스페,0,0,2,5,-5
2020.04,건지,0,0,1,0,0
2020.04,세인트 헬레나,0,0,1,0,0
2020.04,산마리노,0,0,7,624,-624
2020.04,적도 기니,1,0,6,"52,594","-52,594"
2020.04,투발루,1,0,0,0,0
2020.05,중국,"185,258","10,743,735","349,001","8,993,976","1,749,759"
2020.05,미국,"126,549","4,589,358","1,157,161","4,292,824","296,534"
2020.05,베트남,"41,691","2,917,842","40,571","1,631,142","1,286,701"
2020.05,홍콩,"22,083","2,362,302","27,541","189,348","2,172,955"
2020.05,일본,"166,535","1,781,737","133,764","3,104,978","-1,323,241"
2020.05,대만,"26,072","1,207,890","22,796","1,259,314","-51,425"
2020.05,마샬군도,54,"783,721",49,32,"783,689"
2020.05,독일,"10,441","729,780","220,171","1,725,030","-995,250"
2020.05,싱가포르,"35,297","665,959","10,860","568,827","97,131"
2020.05,필리핀,"6,204","518,615","5,988","204,003","314,612"
2020.05,말레이시아,"18,973","431,529","10,317","591,759","-160,230"
2020.05,인도,"6,352","395,079","5,771","259,905","135,174"
2020.05,폴란드,"3,728","388,512","2,586","74,937","313,575"
2020.05,멕시코,"6,223","374,881","8,320","531,316","-156,436"
2020.05,러시아 연방,"7,480","366,598","2,167","721,796","-355,198"
2020.05,영국,"6,480","363,560","28,685","369,514","-5,954"
2020.05,태국,"10,375","357,444","16,335","392,692","-35,247"
2020.05,인도네시아,"14,122","332,020","6,660","553,943","-221,923"
2020.05,터키,"3,590","316,934","3,156","116,388","200,546"
2020.05,뉴질랜드,"1,579","283,205","45,790","104,421","178,784"
2020.05,네덜란드,"6,712","281,510","5,253","909,282","-627,772"
2020.05,카자흐스탄,918,"273,015",35,"32,911","240,104"
2020.05,호주,"11,562","268,931","52,582","1,395,909","-1,126,978"
2020.05,사우디아라비아,"2,174","257,467",396,"740,665","-483,198"
2020.05,헝가리,"1,295","240,202","1,717","57,656","182,547"
2020.05,아랍에미리트 연합,"4,484","221,310",419,"178,576","42,734"
2020.05,브라질,"3,552","208,194","1,642","421,836","-213,642"
2020.05,캐나다,"8,525","206,939","20,646","377,860","-170,921"
2020.05,이탈리아,"3,911","198,231","54,068","405,422","-207,191"
2020.05,프랑스,"3,803","163,033","16,485","394,930","-231,898"
2020.05,벨기에,"1,743","162,422","2,062","87,420","75,001"
2020.05,파나마,536,"145,718",98,"22,903","122,815"
2020.05,체코공화국,"1,825","132,642","3,132","74,252","58,390"
2020.05,포루투갈,570,"124,633","6,854","23,613","101,020"
2020.05,우즈베크,"1,414","119,081",47,"2,477","116,604"
2020.05,스페인,"2,560","113,882","7,254","131,308","-17,426"
2020.05,이스라엘,"1,747","90,332","1,453","84,327","6,005"
2020.05,이집트,"2,406","80,759","1,654","11,593","69,166"
2020.05,아일랜드,648,"75,417","1,320","69,796","5,620"
2020.05,노르웨이,486,"72,458","2,360","125,724","-53,267"
2020.05,슬로바키아,790,"67,971","1,865","99,042","-31,071"
2020.05,스웨덴,994,"66,458","5,639","123,703","-57,245"
2020.05,방글라데시,"1,150","66,070",564,"14,946","51,123"
2020.05,오스트리아,"1,404","62,105","4,209","109,381","-47,276"
2020.05,쿠웨이트,358,"60,008",53,"430,721","-370,713"
2020.05,바레인,260,"55,005",55,"10,010","44,995"
2020.05,오만,769,"50,011",48,"152,594","-102,583"
2020.05,파키스탄,848,"46,851",452,"11,831","35,020"
2020.05,이라크,646,"44,874",20,"90,458","-45,584"
2020.05,스위스,984,"43,214","4,208","187,377","-144,162"
2020.05,슬로베니아,426,"42,190",399,"9,450","32,740"
2020.05,덴마크,999,"39,711","2,731","73,460","-33,749"
2020.05,칠레,"1,231","39,420","1,388","267,148","-227,727"
2020.05,나이지리아,629,"38,019",51,"34,638","3,380"
2020.05,미얀마,832,"36,207",321,"21,440","14,766"
2020.05,남아프리카공화국,968,"36,114",468,"60,554","-24,439"
2020.05,캄보디아,"1,658","31,696",432,"25,830","5,865"
2020.05,루마니아,590,"31,550","2,372","44,318","-12,768"
2020.05,콜롬비아,789,"31,138",631,"56,461","-25,324"
2020.05,토고,77,"27,223",17,"1,919","25,305"
2020.05,카타르,599,"26,417",146,"585,309","-558,892"
2020.05,요르단,710,"24,504",73,"2,971","21,534"
2020.05,에쿠아도르,245,"23,670",215,"7,434","16,236"
2020.05,페루,499,"23,646",404,"79,260","-55,614"
2020.05,우크라이나,988,"21,959",384,"88,550","-66,592"
2020.05,몽골,"1,812","19,493",746,645,"18,848"
2020.05,리투아니아,292,"18,399",565,"8,479","9,921"
2020.05,핀란드,510,"15,738","1,117","57,723","-41,984"
2020.05,그리스,747,"15,470",463,"28,836","-13,366"
2020.05,케냐,301,"14,770",96,"3,935","10,835"
2020.05,이란,217,"14,506",31,652,"13,854"
2020.05,에스토니아,236,"14,147",271,"6,372","7,775"
2020.05,가나,"1,370","13,741",27,"1,945","11,796"
2020.05,모로코,188,"13,203",739,"14,550","-1,347"
2020.05,리비아,"2,051","12,544",3,601,"11,944"
2020.05,탄자니아,244,"12,367",24,"1,991","10,376"
2020.05,알제리,170,"11,993",15,"53,880","-41,888"
2020.05,기타국,23,"11,955",519,"231,499","-219,545"
2020.05,예맨,"2,076","10,980",47,"3,270","7,709"
2020.05,도미니카 공화국,219,"10,936",122,"5,940","4,996"
2020.05,아르헨티나,561,"10,120",298,"24,618","-14,498"
2020.05,과테말라,630,"9,592",297,"7,446","2,146"
2020.05,불가리아,283,"9,404","1,047","14,629","-5,225"
2020.05,세르비아,191,"8,006",125,"12,813","-4,807"
2020.05,코트디봐르,95,"7,267",4,291,"6,976"
2020.05,튀니지,118,"7,234","1,157","3,525","3,708"
2020.05,수단,147,"6,913",6,786,"6,127"
2020.05,레바논,148,"6,897",31,"1,271","5,626"
2020.05,이디오피아,104,"6,613",365,"7,070",-456
2020.05,푸에르토리코,148,"6,556",129,"18,733","-12,177"
2020.05,크로아티아,108,"6,371",121,914,"5,456"
2020.05,스리랑카,369,"6,361",254,"5,123","1,238"
2020.05,코스타리카,260,"6,066",330,"20,475","-14,409"
2020.05,엘살바도르,119,"5,961",133,"2,379","3,581"
2020.05,파라과이,90,"5,894",16,"1,400","4,494"
2020.05,브루나이,93,"5,487",5,"27,827","-22,340"
2020.05,아이티,142,"5,175",14,214,"4,961"
2020.05,콩고민주공화국,34,"5,063",34,"29,978","-24,915"
2020.05,시리아,398,"4,679",5,4,"4,675"
2020.05,괌,234,"4,564",19,92,"4,472"
2020.05,라트비아,158,"4,471",321,"9,566","-5,095"
2020.05,지부티,59,"4,441",5,525,"3,916"
2020.05,세네갈,354,"4,157",34,"2,056","2,100"
2020.05,키르기스스탄,387,"4,112",5,1,"4,111"
2020.05,몰타,261,"4,009",105,"10,893","-6,884"
2020.05,파푸아 뉴기니,65,"3,814",38,"30,426","-26,612"
2020.05,온두라스,214,"3,772",108,"22,413","-18,641"
2020.05,니카라과,128,"3,753",64,"18,790","-15,037"
2020.05,라오스,68,"3,529",78,"4,356",-827
2020.05,조지아,240,"3,489",20,424,"3,065"
2020.05,우간다,31,"3,410",28,286,"3,124"
2020.05,아제르바이잔,148,"3,304",8,45,"3,259"
2020.05,모잠비크,52,"3,255",7,372,"2,884"
2020.05,적도 기니,2,"3,211",0,0,"3,211"
2020.05,사모아,21,"3,128",2,38,"3,091"
2020.05,팔레스타인 해방기구,67,"2,917",2,206,"2,712"
2020.05,모리셔스,34,"2,761",39,62,"2,698"
2020.05,베라루스,83,"2,599",62,"2,710",-111
2020.05,부르키나 파소,12,"2,563",1,962,"1,600"
2020.05,우루과이,139,"2,562",54,"13,660","-11,099"
2020.05,네팔,18,"2,411",8,28,"2,383"
2020.05,불령 리유니온 코모도 제도,22,"2,260",2,0,"2,260"
2020.05,사이프러스,99,"1,990",23,"2,491",-501
2020.05,볼리비아,51,"1,826",18,"4,825","-2,999"
2020.05,앙골라,118,"1,814",11,"6,826","-5,012"
2020.05,마다카스카르,118,"1,771",78,"2,937","-1,166"
2020.05,베네주엘라,34,"1,736",10,496,"1,240"
2020.05,카메룬,115,"1,685",17,"36,635","-34,950"
2020.05,아르메니아,58,"1,663",74,"1,729",-66
2020.05,북마리아나 군도,81,"1,629",5,54,"1,575"
2020.05,트리니다드 토바고,72,"1,535",35,"6,144","-4,609"
2020.05,루안다,33,"1,461",7,148,"1,314"
2020.05,뉴 칼레도니아,49,"1,430",14,"19,353","-17,923"
2020.05,자마이카,31,"1,420",21,468,952
2020.05,투르크멘,17,"1,399",0,0,"1,399"
2020.05,소말리아,22,"1,282",2,275,"1,008"
2020.05,콩고,36,"1,231",6,347,884
2020.05,세이쉘,21,"1,111",5,229,882
2020.05,알바니아,53,"1,071",371,137,935
2020.05,기니,159,"1,041",50,"4,847","-3,806"
2020.05,가이아나,37,"1,023",3,288,735
2020.05,짐바브웨,19,"1,018",6,831,187
2020.05,마카오,106,941,62,122,819
2020.05,잠비아,46,933,2,399,534
2020.05,타지크,201,917,0,0,917
2020.05,아프카니스탄,44,852,10,58,793
2020.05,중앙아프리카공화국,3,850,2,27,823
2020.05,몰도바,36,836,197,466,371
2020.05,아메리칸 사모아,14,807,10,125,682
2020.05,시에라 리온,11,738,20,"2,161","-1,423"
2020.05,마세도니아,21,732,26,"1,544",-812
2020.05,키리바티,60,692,1,0,692
2020.05,룩셈부르그,61,673,203,"6,159","-5,486"
2020.05,마티니크,12,665,1,0,665
2020.05,피지,47,659,21,211,448
2020.05,부탄,33,625,0,0,625
2020.05,몬테네그로,10,600,0,0,600
2020.05,과델로프,8,558,0,0,558
2020.05,감비아,44,551,4,521,30
2020.05,지브랄타,16,525,1,3,523
2020.05,안티가 바부다,8,490,0,2,488
2020.05,리히텐슈타인,35,460,46,996,-537
2020.05,버뮤다,10,457,0,0,457
2020.05,마이크로네시아,62,455,1,54,401
2020.05,큐라소,7,412,0,0,412
2020.05,말라위,11,390,25,"7,296","-6,906"
2020.05,베닝,16,349,1,0,349
2020.05,수리남,14,340,21,807,-467
2020.05,보츠와나,11,340,2,51,290
2020.05,가봉,17,338,4,181,157
2020.05,바베이도스,12,337,2,17,320
2020.05,쿠바,4,337,8,"3,151","-2,814"
2020.05,아이슬란드,31,326,35,"1,455","-1,129"
2020.05,모리타니,8,322,14,"1,083",-761
2020.05,나미비아,8,321,8,5,316
2020.05,아루바,12,311,0,1,310
2020.05,스와질랜드,10,287,4,167,120
2020.05,그레나다,3,267,0,0,267
2020.05,라이베리아,66,265,44,20,245
2020.05,보스니아-헤르체고비나,17,261,223,"1,045",-784
2020.05,바누아투,24,260,7,580,-320
2020.05,상토메 프린스페,1,238,0,0,238
2020.05,메요트,4,238,0,0,238
2020.05,몰디브,15,233,0,0,233
2020.05,불령 폴리네시아,22,223,2,46,177
2020.05,솔로몬 군도,10,222,7,"2,344","-2,123"
2020.05,카보 베르데,2,206,0,0,206
2020.05,팔라우,20,198,1,8,190
2020.05,말리,13,197,3,1,196
2020.05,바하마,12,174,11,3,171
2020.05,도미니카,6,165,1,0,165
2020.05,부룬디,3,139,1,16,123
2020.05,네덜란드 열도,11,118,1,0,118
2020.05,세인트 마틴,3,104,0,0,104
2020.05,세인트 키츠 네비스,4,101,1,0,101
2020.05,불령 가이아나,3,94,0,0,94
2020.05,세인트 루시아,5,87,0,0,87
2020.05,벨리제,3,86,1,20,65
2020.05,나우르,10,86,0,0,86
2020.05,영령 캐이맨 군도,7,81,0,0,81
2020.05,티모르,1,73,0,0,73
2020.05,에리트리아,2,72,0,0,72
2020.05,코모로스,11,61,2,0,61
2020.05,레소토,2,61,2,13,48
2020.05,세인트 빈센트 그레나딘,1,58,0,0,58
2020.05,안도라,1,53,5,2,50
2020.05,니제르,3,51,4,186,-136
2020.05,챠드,12,47,0,0,47
2020.05,투르크 & 카이코스 군도,2,36,0,0,36
2020.05,남수단,2,33,0,0,33
2020.05,앙귈라,5,29,1,0,29
2020.05,투발루,1,28,0,0,28
2020.05,통가,1,5,2,109,-104
2020.05,영령 버진군도,2,3,0,0,3
2020.05,미령 버진군도,4,2,0,0,2
2020.05,세인트 바르탤르미,1,1,0,0,1
2020.05,쿡 아일랜드,1,0,0,0,0
2020.05,보빗군도,0,0,1,6,-6
2020.05,안타티카,0,0,0,7,-7
2020.05,모나코,0,0,9,79,-79
2020.05,기네비소,0,0,1,82,-82
2020.05,그린랜드,0,0,1,15,-15
2020.05,건지,0,0,2,1,-1
2020.05,파로에 군도,1,0,1,0,0
2020.05,크리스마스 아일랜드,0,0,1,0,0
2020.05,세인트 헬레나,0,0,2,1,-1
2020.05,니우에,0,0,1,1,-1
2020.05,몬트세라트,0,0,0,0,0
2020.05,왈라스 & 퓨투나 군도,0,0,0,0,0
2020.05,토켈라우,0,0,1,21,-21
2020.05,산마리노,0,0,5,112,-112
2020.06,중국,"280,583","11,443,240","385,111","8,925,691","2,517,548"
2020.06,미국,"121,611","5,735,515","1,107,616","4,597,451","1,138,063"
2020.06,베트남,"51,140","3,503,967","46,913","1,586,424","1,917,543"
2020.06,홍콩,"23,482","2,337,610","30,850","108,244","2,229,367"
2020.06,일본,"206,751","1,849,843","160,846","3,574,091","-1,724,248"
2020.06,대만,"27,565","1,348,432","22,471","1,332,354","16,078"
2020.06,싱가포르,"37,063","918,584","12,880","737,909","180,674"
2020.06,독일,"10,868","652,475","198,207","1,714,183","-1,061,708"
2020.06,인도,"10,377","583,519","10,163","308,683","274,836"
2020.06,필리핀,"7,949","560,728","7,248","239,475","321,254"
2020.06,멕시코,"9,036","532,941","6,738","362,692","170,249"
2020.06,말레이시아,"19,129","471,842","11,885","649,030","-177,188"
2020.06,태국,"11,945","457,251","18,246","436,197","21,054"
2020.06,카자흐스탄,"1,202","432,385",42,"43,006","389,380"
2020.06,영국,"7,585","424,723","32,092","288,190","136,532"
2020.06,러시아 연방,"9,005","420,056","2,178","622,940","-202,884"
2020.06,호주,"12,147","415,240","53,856","1,288,294","-873,054"
2020.06,인도네시아,"18,362","401,298","7,232","588,365","-187,067"
2020.06,마샬군도,49,"386,084",32,34,"386,050"
2020.06,캐나다,"10,474","375,585","19,785","466,184","-90,599"
2020.06,폴란드,"5,261","365,696","2,685","52,301","313,395"
2020.06,터키,"4,704","319,077","3,414","129,444","189,634"
2020.06,아랍에미리트 연합,"4,967","306,903",509,"295,949","10,954"
2020.06,네덜란드,"7,519","296,824","5,768","542,841","-246,017"
2020.06,노르웨이,535,"273,064","2,377","104,115","168,949"
2020.06,프랑스,"4,669","269,949","19,480","456,541","-186,592"
2020.06,브라질,"4,787","260,659","1,819","244,834","15,825"
2020.06,사우디아라비아,"2,697","240,444",423,"915,062","-674,618"
2020.06,벨기에,"1,862","225,277","2,698","148,545","76,732"
2020.06,헝가리,"1,707","199,600","2,050","68,150","131,450"
2020.06,이탈리아,"4,219","199,178","67,901","562,287","-363,109"
2020.06,파나마,648,"180,825",117,609,"180,216"
2020.06,스페인,"3,184","154,185","7,649","151,408","2,777"
2020.06,우즈베크,"2,396","151,558",74,"2,111","149,447"
2020.06,라이베리아,86,"129,516",56,103,"129,413"
2020.06,이스라엘,"2,097","127,194","1,641","76,370","50,825"
2020.06,체코공화국,"2,078","109,468","3,535","108,293","1,175"
2020.06,스웨덴,"1,148","97,532","4,557","125,975","-28,443"
2020.06,뉴질랜드,"1,872","95,137","45,564","107,451","-12,314"
2020.06,이집트,"2,924","87,974","1,723","35,646","52,328"
2020.06,그리스,877,"85,973",550,"80,670","5,303"
2020.06,아일랜드,564,"80,877","1,297","117,580","-36,702"
2020.06,스위스,"1,083","78,445","5,109","230,002","-151,557"
2020.06,파키스탄,"1,288","76,792",554,"13,266","63,526"
2020.06,슬로바키아,978,"75,995","1,912","92,342","-16,346"
2020.06,오스트리아,"1,541","73,500","4,376","103,260","-29,760"
2020.06,방글라데시,"1,652","63,533",695,"18,621","44,912"
2020.06,슬로베니아,487,"59,808",420,"8,321","51,487"
2020.06,남아프리카공화국,"1,329","58,790",621,"60,189","-1,400"
2020.06,덴마크,"1,143","51,138","2,917","83,590","-32,452"
2020.06,오만,"1,133","50,720",49,"182,500","-131,780"
2020.06,캄보디아,"2,257","46,360",538,"22,033","24,327"
2020.06,미얀마,"1,255","44,341",499,"29,455","14,885"
2020.06,칠레,"1,627","40,172","1,331","266,356","-226,185"
2020.06,이라크,746,"39,342",14,"104,418","-65,077"
2020.06,페루,552,"37,639",492,"241,760","-204,121"
2020.06,포루투갈,651,"36,208","7,044","27,938","8,270"
2020.06,바레인,311,"32,954",53,"9,537","23,416"
2020.06,카타르,727,"31,845",123,"423,261","-391,417"
2020.06,콜롬비아,959,"30,829",684,"91,124","-60,295"
2020.06,요르단,"1,030","29,798",89,"7,198","22,600"
2020.06,기타국,47,"29,494",576,"279,207","-249,713"
2020.06,루마니아,764,"29,084","3,216","43,672","-14,588"
2020.06,우크라이나,"1,612","28,224",404,"41,554","-13,330"
2020.06,나이지리아,808,"27,272",53,"73,882","-46,610"
2020.06,핀란드,627,"27,246","1,331","76,803","-49,557"
2020.06,쿠웨이트,641,"25,123",42,"467,108","-441,985"
2020.06,몽골,"2,222","24,381",989,"2,555","21,827"
2020.06,리투아니아,325,"22,623",724,"7,574","15,049"
2020.06,모로코,264,"20,436",881,"13,971","6,465"
2020.06,알제리,220,"18,826",21,"60,664","-41,838"
2020.06,세인트 키츠 네비스,4,"18,807",3,17,"18,790"
2020.06,케냐,338,"18,688",106,"3,661","15,027"
2020.06,가나,"2,037","18,652",43,"4,073","14,579"
2020.06,투르크멘,9,"14,500",1,0,"14,499"
2020.06,아르헨티나,707,"14,368",324,"28,859","-14,492"
2020.06,이란,213,"13,653",36,"1,181","12,472"
2020.06,스리랑카,653,"13,352",460,"7,532","5,821"
2020.06,에쿠아도르,309,"13,174",229,"6,576","6,599"
2020.06,리비아,"2,808","13,087",10,"1,520","11,567"
2020.06,수단,197,"12,689",5,652,"12,037"
2020.06,세르비아,189,"12,656",110,"14,891","-2,235"
2020.06,과테말라,936,"12,615",345,"5,827","6,788"
2020.06,도미니카 공화국,342,"12,600",112,"4,445","8,155"
2020.06,예맨,912,"11,100",43,"3,071","8,029"
2020.06,탄자니아,336,"10,440",24,"7,225","3,215"
2020.06,에스토니아,288,"10,173",264,"5,877","4,296"
2020.06,이디오피아,121,"10,112",302,"8,401","1,711"
2020.06,코스타리카,398,"9,667",334,"9,808",-142
2020.06,불가리아,354,"9,619","1,326","26,809","-17,190"
2020.06,브루나이,111,"9,591",10,"11,551","-1,960"
2020.06,아이티,187,"8,552",10,143,"8,409"
2020.06,푸에르토리코,191,"7,959",139,"32,297","-24,338"
2020.06,파푸아 뉴기니,72,"7,706",36,"97,735","-90,028"
2020.06,조지아,539,"7,528",30,"1,757","5,771"
2020.06,튀니지,138,"7,356","1,110","6,781",575
2020.06,코트디봐르,148,"7,099",9,250,"6,849"
2020.06,온두라스,273,"7,068",104,"4,524","2,544"
2020.06,키르기스스탄,615,"6,713",21,33,"6,680"
2020.06,엘살바도르,179,"6,562",112,"7,359",-797
2020.06,라트비아,203,"6,423",363,"9,811","-3,388"
2020.06,콩고민주공화국,34,"6,377",30,"31,547","-25,170"
2020.06,레바논,172,"5,938",29,"1,860","4,078"
2020.06,베라루스,173,"5,676",97,"4,524","1,153"
2020.06,파라과이,126,"5,419",18,954,"4,465"
2020.06,몰타,235,"5,150",103,"10,752","-5,602"
2020.06,괌,275,"5,111",18,77,"5,035"
2020.06,아제르바이잔,226,"5,111",5,113,"4,997"
2020.06,시리아,290,"4,785",5,31,"4,754"
2020.06,니카라과,187,"4,647",148,"14,783","-10,136"
2020.06,세네갈,509,"4,624",60,"4,012",612
2020.06,네팔,57,"4,342",50,147,"4,195"
2020.06,팔레스타인 해방기구,33,"4,257",1,0,"4,257"
2020.06,우루과이,148,"4,243",56,"9,281","-5,037"
2020.06,사모아,25,"4,187",3,24,"4,163"
2020.06,크로아티아,132,"3,690",130,"1,414","2,275"
2020.06,트리니다드 토바고,68,"3,402",38,"8,842","-5,439"
2020.06,우간다,44,"3,117",37,532,"2,585"
2020.06,볼리비아,74,"3,038",17,"17,879","-14,840"
2020.06,아이슬란드,46,"3,021",45,"2,528",493
2020.06,모잠비크,50,"3,002",10,"16,469","-13,467"
2020.06,지부티,75,"2,918",2,83,"2,835"
2020.06,라오스,117,"2,738",104,"3,008",-270
2020.06,피지,72,"2,588",14,380,"2,208"
2020.06,마다카스카르,128,"2,551",104,"6,723","-4,173"
2020.06,기니,218,"2,349",29,"2,403",-54
2020.06,모리셔스,81,"2,315",41,490,"1,824"
2020.06,앙골라,140,"2,312",11,2,"2,310"
2020.06,베네주엘라,48,"2,213",16,612,"1,601"
2020.06,타지크,443,"2,138",1,1,"2,136"
2020.06,사이프러스,114,"2,076",34,107,"1,968"
2020.06,잠비아,48,"2,063",4,685,"1,377"
2020.06,쿠바,22,"1,929",9,"2,704",-775
2020.06,부르키나 파소,20,"1,818",4,"1,534",284
2020.06,시에라 리온,16,"1,772",13,"1,343",429
2020.06,바하마,34,"1,770",5,7,"1,763"
2020.06,카메룬,152,"1,702",18,39,"1,663"
2020.06,아프카니스탄,48,"1,679",11,89,"1,589"
2020.06,아메리칸 사모아,26,"1,636",11,21,"1,615"
2020.06,뉴 칼레도니아,73,"1,598",14,"18,366","-16,768"
2020.06,짐바브웨,23,"1,525",10,"1,118",407
2020.06,마카오,175,"1,487",41,55,"1,433"
2020.06,가이아나,43,"1,361",9,106,"1,254"
2020.06,자마이카,45,"1,318",10,36,"1,282"
2020.06,알바니아,112,"1,264",224,276,988
2020.06,몰도바,74,"1,191",316,"1,207",-16
2020.06,불령 리유니온 코모도 제도,18,"1,108",1,0,"1,107"
2020.06,북마리아나 군도,94,"1,101",4,39,"1,062"
2020.06,세이쉘,32,"1,072",6,364,708
2020.06,토고,117,"1,027",31,"3,417","-2,390"
2020.06,니제르,3,"1,020",1,30,990
2020.06,콩고,53,"1,013",7,552,461
2020.06,룩셈부르그,81,984,208,"7,115","-6,131"
2020.06,아르메니아,52,960,46,"1,682",-721
2020.06,마티니크,12,892,0,0,892
2020.06,불령 폴리네시아,39,853,0,0,853
2020.06,베닝,33,813,7,46,766
2020.06,리히텐슈타인,23,799,55,903,-104
2020.06,나미비아,30,747,9,116,631
2020.06,몰디브,24,736,0,0,736
2020.06,중앙아프리카공화국,5,722,1,18,704
2020.06,모리타니,17,719,17,"1,567",-848
2020.06,부탄,110,706,5,1,705
2020.06,보스니아-헤르체고비나,34,679,249,"2,823","-2,144"
2020.06,루안다,36,582,16,130,452
2020.06,솔로몬 군도,20,558,5,440,118
2020.06,마이크로네시아,44,554,2,1,553
2020.06,버뮤다,12,511,1,1,511
2020.06,말라위,17,496,15,"1,682","-1,186"
2020.06,과델로프,20,491,1,0,490
2020.06,소말리아,15,489,1,0,489
2020.06,벨리제,9,374,0,0,374
2020.06,키리바티,25,371,1,268,103
2020.06,수리남,14,355,14,924,-569
2020.06,네덜란드 열도,4,338,0,0,338
